日期,标题,分数
0524am,湖北卫健委：新增无症状感染者30例.txt,56.31878659
0524am,31省区市新增3例确诊病例 新增2例境外输入病例.txt,46.40551907
0524pm,习近平参加湖北代表团审议.txt,475.8903056
0527am,美国新冠肺炎死亡病例超10万例.txt,41.47289711
0527am,死亡病例马上超10万，特朗普发推：如果不是我做得好，会有150到200万人死亡！.txt,12.67719911
0529pm,习近平同秘鲁总统就抗击疫情合作互致信函.txt,88.46753167
0530am,美国新增23155例新冠肺炎确诊病例 累计确诊1735971例.txt,-0.457137001
0601am,美宣布将要退出世卫组织后 台湾尴尬了.txt,134.4420798
0601pm,骚乱第6天，终于有人想起疫情了！.txt,59.19985453
0605pm,北京解除湖北(含武汉)进京限制 社区不再要求体温检测.txt,174.2727661
0607am,截至6月6日24时新型冠状病毒肺炎疫情最新情况.txt,44.54037196
0607am,习近平：大疫当前 团结合作才是正道.txt,59.53616764
0607pm,澳研究报告揭秘“新冠病毒中国造”来源！.txt,116.945508
0608am,31省区市新增4例新冠肺炎 四川新增3例境外输入.txt,51.12945195
0608pm,美议员称“有证据显示中国破坏美疫苗研发”中方回应.txt,76.6347552
0609pm,纳瓦罗又放厥词 外交部：建议他抽空读一读中国抗疫白皮书.txt,60.00219952
0610am,纳瓦罗又放厥词 外交部：建议他抽空读一读中国抗疫白皮书.txt,60.00219952
0611am,惊人发现：美国拒绝调查新冠病毒起源.txt,46.97698583
0611pm,惊人发现：美国拒绝调查新冠病毒起源.txt,46.97698583
0612am,第二波疫情即将来袭，美股崩盘！美国财长放狠话.txt,502.3048471
0612pm,环球时报证实：国企员工出国可接种新冠病毒疫苗.txt,205.1831102
0612pm,第二波疫情即将来袭，美股崩盘！美国财长放狠话.txt,502.3048471
0613am,31省区市新增11例新冠肺炎，北京新增6例本土病例.txt,38.33840941
0613pm,北京再公布昨日4例确诊病例，新发地45人咽拭子阳性.txt,72.05097114
0614am,北京13日新增报告36例新冠肺炎确诊病例.txt,44.33184511
0614pm,北京新增8例确诊病例，其中7例详情公布.txt,31.50945757
0615am,疫情防控中失职失责 北京丰台副区长周宇清等被免职.txt,62.28439195
0615am,北京14日新增36例新冠肺炎确诊病例 新增无症状感染者6例.txt,38.19628846
0616pm,“零号病人”是谁？关于北京疫情的10个问答.txt,139.4557361
0617pm,中非团结抗疫特别峰会开始举行 习近平在北京主持.txt,55.09867741
0618am,北京此次疫情首例确诊患者“西城大爷”，立了一功！.txt,45.18480885
0618am,习近平主持中非抗疫峰会并发表主旨讲话.txt,698.3792826
0618pm,中国疾控中心流行病学首席专家吴尊友：北京疫情已经控制住了.txt,13.19720627
0619am,三进新发地，中国疾控中心病毒病所发现了什么？.txt,117.0711163
0619pm,北大国际医院一护士感染 全院封闭.txt,51.03855984
0619pm,习近平论述全球抗疫的6个维度.txt,588.7783615
0622am,北京疫情还会持续多久？疾控专家给出一个预测.txt,16.57892392
0623pm,北京新一波疫情为什么没出现死亡病例？答案来了.txt,8.774193477
0624am,北京301医院现疫情？海淀新增百余封闭小区？官方辟谣.txt,37.26624153
0624pm,难得：北京疫情，澳大利亚媒体能说出这种话.txt,131.2731684
0627pm,蚊蝇增多是否会传播新冠病毒？官方回应来了.txt,30.09586353
0628am,美国新增45300例新冠肺炎确诊病例 再创历史新高.txt,17.10594659
0706pm,外交部回应所谓世卫承认“真相”：美国政客歪曲事实编造谎言.txt,57.16058008
0707pm,世卫组织称本周派专家组来华开展新冠病毒溯源调查 中方回应.txt,93.98354362
0708am,美国正式退出世卫组织.txt,68.48049454
0708am,同舟共济 习近平战“疫”信札传深情.txt,70.37183106
0708am,世卫组织称本周派专家组来华开展新冠病毒溯源调查 中方回应.txt,93.98354362
0710am,张文宏称中国疫情已经结束：药物疫苗是为未来而造.txt,12.16998486
0711pm,北京疾控通报一起聚集性疫情：确诊13例.txt,115.9180654
0712am,北京疾控通报一起聚集性疫情：确诊13例.txt,115.9180654
0712pm,香港大学前雇员跑美国称中国“隐瞒”疫情 港大回应.txt,121.8827409
0714pm,长江武汉段成“悬河”，江面高过江堤外路面.txt,15.8703162
0715am,美国多少人支持特朗普叫“中国病毒”？民调结果有了.txt,56.91543425
0715pm,美国多少人支持特朗普叫“中国病毒”？民调结果有了.txt,56.91543425
0722pm,美方公布与武汉病毒所相关外交电报 外交部回应.txt,73.55044222
0723am,美方公布与武汉病毒所相关外交电报 外交部回应.txt,73.55044222
0728pm,大连疫情已传5地9城市 北京出现关联病例.txt,98.09599979
0729am,外交部：我们愿在疫苗方面优先考虑菲方需求.txt,115.130791
0804pm,新疆疾控中心：基因测序显示此次疫情来源于同一传染源.txt,53.85541211
0812pm,特朗普称疫情大流行后与中国领导人关系出现裂痕，外交部回应.txt,30.12681241
0815am,从武汉撤离的“明星宝宝” 在美国确诊了.txt,133.1661957
0817am,香港警队回应“英国禁止培训港警”：鉴于疫情已主动暂缓派员培训.txt,204.3092121
0819am,武汉开party，西方有人酸了，有人醒了.txt,168.2308227
0823am,我国已于7月22日正式启动新冠疫苗紧急使用.txt,224.5384467
0827am,日本记者一下飞机就惊了：中国防疫做到这种地步吗.txt,100.217425
0827pm,美教授课纲公然使用“中共病毒” 雪城大学果断出手.txt,94.19199014
0828pm,加拿大外交部长：同中国终止新冠疫苗合作，与两国间紧张的外交关系无关.txt,268.8913339
0829am,王毅：将应对疫情不力责任推卸给中方没有事实依据.txt,77.79891257
0903am,大型纪录片《同心战“疫”》第一集《令出如山》.txt,1001.378198
0907pm,时政微纪录丨携手抗疫 共克时艰.txt,90.3986322
0908pm,全国抗击新冠肺炎疫情表彰大会举行 习近平颁授勋章奖章并发表重要讲话.txt,1126.57256
0909am,全国抗击新冠肺炎疫情表彰大会在京隆重举行.txt,1109.334027
0911am,国产新冠灭活疫苗已紧急接种数十万人 目前零感染.txt,88.14171419
0912pm,感染速度全球最快！印度疫情严峻 另一个危机又来了.txt,127.5115601
0913am,联大压倒性通过新冠疫情决议，美国站在169国对立面.txt,376.2415373
0915pm,偷渡者带来新冠，这座小城封闭，省长火速赶到.txt,291.3746833
0923am,联合国大会演讲，特朗普张口就是“中国病毒”.txt,134.0952611
0925am,青岛发现2名装卸工人感染新冠病毒 属无症状感染者.txt,166.5407062
0929am,中方对新冠病毒溯源问题有何看法？外交部表态.txt,96.91021953
0930pm,2020年首虎被双开：敷衍应付中央抗疫决策.txt,66.31218952
0930pm,中国疫苗定价明显高于欧美？中方：这种说法没有依据.txt,70.26689476
1001am,2020年首虎被双开：敷衍应付中央抗疫决策.txt,66.31218952
1002pm,特朗普新冠检测阳性后 美媒开始“急”了：拜登危险.txt,116.1465612
1003am,美媒：确诊新冠后，特朗普受到惊吓并对出现症状愈发警惕.txt,3.560185332
1004pm,特朗普感染新冠 对中国意味着什么？.txt,260.5173832
1005pm,特朗普：我现在懂新冠病毒了 这病还真有意思.txt,7.063464635
1007am,特朗普竞选团队发言人攻击拜登：没得过新冠，没有第一手经验.txt,54.63024563
1012am,青岛新型冠状病毒肺炎疫情情况通报.txt,106.1188529
1013am,一地升为中风险地区！青岛通报疫情防控最新情况.txt,45.593581
1013pm,青岛市6例确诊病例中重型3例.txt,24.92348898
1014am,10月13日山东新增本地确诊6例 均由无症状感染者转归.txt,29.4146502
1014pm,青岛新冠危重型病例详情披露：38岁男性.txt,675.0920193
1015am,10月14日，山东新增本地确诊病例1例，由无症状感染者转归.txt,29.6005027
1016am,青岛疫情源头是40岁装卸工？青岛市卫健委：溯源尚无结论.txt,86.16864301
1016pm,青岛疫情传染源查清 官方通报详细流调过程.txt,56.28706678
1016pm,蓬佩奥称中国已为释放新冠病毒付出代价 中方回应.txt,60.24861702
1017pm,溯源青岛疫情时 中疾控有重大发现！.txt,130.0970614
1018am,溯源青岛疫情时 中疾控有重大发现！.txt,130.0970614
1019am,关于疫情，广州、青岛作出重要结论！钟南山最新判断.txt,140.3477494
1020pm,国家卫健委：新冠疫苗定价一定在大众可接受的范围内.txt,80.94482786
1022pm,反转？巴西总统不同意买中国疫苗.txt,231.9961385
1023pm,纽约州长新书积极评价中国抗疫成就 外交部回应.txt,206.9486479
1024am,纽约州长新书积极评价中国抗疫成就 外交部回应.txt,206.9486479
1025am,巴西改变主意，批准进口600万剂中国新冠疫苗.txt,139.1563688
1025am,新疆喀什地区疏附县报告1例无症状感染者.txt,57.33457237
1025pm,新疆新增137例无症状感染者.txt,27.1266929
1026am,10月25日新疆(含兵团)新增无症状感染者137例.txt,39.15617583
1026pm,截至10月26日16时 新疆喀什新增无症状感染者26例.txt,13.92651823
1027am,10月26日新疆新增无症状感染者26例 均在喀什地区.txt,35.81388464
1027pm,新疆喀什新增5例确诊病例 新增19例无症状感染者.txt,28.70321097
1027pm,以色列媒体：我们的特工成功将中国疫苗带回以色列.txt,82.39500186
1028am,喀什疫情控制住了吗？曾光：现在还是关键时刻，只能说“初战告捷”.txt,132.2874105
1028am,以色列媒体：我们的特工成功将中国疫苗带回以色列.txt,82.39500186
1030am,青岛通报1例新增确诊病例详情 系隔离封闭病区护士.txt,31.54362609
1108pm,天津：新增本地确诊病例1例 迅速进入战时状态.txt,19.21533693
1109pm,上海报告一例新冠肺炎确诊病例，浦东祝桥镇营前村列为中风险地区.txt,186.1781951
1112am,反转了！巴西恢复中国疫苗测试 背后原来有一场政治大戏.txt,201.4648662
1120pm,天津新增病例涉及中小学幼儿园全部停课.txt,27.25110208
1120pm,加拿大向WTO“告状”中国，遭全球网友怒怼.txt,69.09428224
1121am,天津同一小区，为何先后发现两批感染者？.txt,169.5945943
1121am,上海新增2例本地新冠肺炎确诊病例 正全面开展流行病学调查.txt,13.82242428
1121am,天津、上海接连出现本土病例！张文宏这句话值得深思.txt,219.9169764
1121pm,内蒙古自治区报告新增本土新冠肺炎确诊病例2例.txt,36.96612081
1122pm,上海市新增2例本地新冠肺炎确诊病例，均系此前确诊病例的密接者.txt,37.37636992
1122pm,勠力战疫共创未来 习近平倡议G20在这四方面发力.txt,250.1611179
1123am,上海市新增2例本地新冠肺炎确诊病例，均系此前确诊病例的密接者.txt,37.37636992
1125pm,国药集团提交新冠疫苗上市申请，明年产能超10亿剂.txt,114.5710243
1127pm,外交部回应对病毒溯源工作立场：希望各国都采取积极态度.txt,53.19455283
1201pm,中方向朝鲜领导人金正恩提供新冠疫苗？外交部回应.txt,52.24974886
1203am,普京要求下周开始大规模新冠疫苗接种：你们不用汇报，直接做.txt,29.63568345
1204pm,新冠疫苗，中国“一至两周将有大消息公布”.txt,209.5199882
1208am,“病毒从冷链传入武汉”？值得溯源.txt,500.4004718
1208am,成都新增3例新冠肺炎确诊病例，均系昨日郫都区确诊病例的关联病例.txt,97.62511084
1208pm,华西专家栾荣生：成都不会成为下一个青岛 更不会成为下一个武汉.txt,67.03860967
1209am,12月8日成都市新增4例新冠肺炎确诊病例和1名无症状感染者.txt,67.19173135
1209pm,成都疫情感染源在哪里？专家：应继续高度关注冷链货物.txt,128.8596507
1210pm,意大利在新冠病毒的溯源上 有了重大发现！.txt,93.53258224
1211am,病毒来源上有了新发现 BBC记者却给中国泼了一盆脏水.txt,112.3422844
1212pm,美国批准辉瑞疫苗紧急使用 美媒称FDA局长被"威胁"不批就下台.txt,78.48238
1213am,为拿到中国疫苗，匈牙利要釆取非常规手段了.txt,58.21031969
1213pm,又添一国！中国新冠灭活疫苗在巴林获批上市！.txt,129.3822484
1214am,12天6地现本土病例 李兰娟提醒.txt,109.1453084
1214pm,美国首批疫苗出仓，分配竟成了大问题.txt,226.3324211
1215pm,武汉女副市长任上被拿下：5天前有公开活动，疫情期间多次参加发布会.txt,234.5245478
1217am,中国疫苗，重磅官宣！.txt,108.8929823
1217pm,法国总统府：马克龙新冠检测结果呈阳性 将隔离7天.txt,21.77690772
1217pm,世卫专家拟明年1月赴武汉溯源调查 外交部回应.txt,133.6745086
1218am,盘点：今年确诊感染新冠病毒的国家领导人.txt,38.28474935
1218am,世卫专家拟明年1月赴武汉溯源调查 外交部回应.txt,133.6745086
1222am,美国当选总统拜登公开接种新冠疫苗.txt,57.19480927
1222am,世卫组织：多国出现感染英国新冠病毒变体的病例.txt,28.61298096
1222pm,大连全面开展新冠病毒核酸检测.txt,107.7065344
1223am,辽宁省长刘宁，赴大连指导疫情防控工作.txt,256.630647
1223pm,宁波：关于我市发现一例外地来甬新冠病毒无症状感染者的情况通报.txt,159.8696318
1224pm,北京通报新增2例无症状感染者流行病学调查详情.txt,145.3090849
1224pm,新冠病毒变种多国蔓延，六个核心问题都在这了.txt,325.9189602
1225am,黎智英获准保释后第一天，港媒称其无视病毒传播风险似乎在家中搞聚餐.txt,86.15015432
1226am,为塞尔维亚带来首批援塞中国专家的英雄机长，因新冠肺炎去世.txt,271.505993
1226am,迫于压力！外媒：美国准许伊朗转账买新冠疫苗.txt,52.02439314
1226pm,北京一名本地确诊病例曾拒绝发热门诊留观.txt,21.47114242
1227am,北京26日新增5例本地确诊病例和1例本地无症状感染者.txt,74.21300221
1227am,31省区市26日新增确诊病例22例 其中本土病例12例.txt,44.13790712
1227pm,北京三区13人感染新冠 病源来自何处？.txt,295.7394273
1228am,英国新冠疫情大爆发，仍挡不住“港独”疯狂逃亡.txt,98.07673337
1228am,最全梳理：北京四天增十名本土感染者，他们什么关系？去过哪里？.txt,330.0830982
1230pm,国务院联防联控机制：12月新增本土确诊病例104例 防控不力将追责.txt,114.3481095
1230pm,顺义聚集性疫情来源水落石出！今日北京发布会一文看懂.txt,685.4257842
1231am,31省区市新增确诊病例25例 本土病例9例.txt,55.91678433
1231pm,北京顺义区发生局部聚集性疫情 多人被问责.txt,254.0432544
1231pm,中国新冠疫苗全民免费提供，关于疫苗的最权威信息都在这.txt,467.8008404
