日期,标题,分数,地区,标签
2020/8/27,日本记者一下飞机就惊了：中国防疫做到这种地步吗.txt,100.217425,0,3
2020/8/27,美教授课纲公然使用“中共病毒” 雪城大学果断出手.txt,94.19199014,100,3
2020/8/28,加拿大外交部长：同中国终止新冠疫苗合作，与两国间紧张的外交关系无关.txt,268.8913339,0,3
2020/8/29,王毅：将应对疫情不力责任推卸给中方没有事实依据.txt,77.79891257,100,3
2020/9/3,大型纪录片《同心战“疫”》第一集《令出如山》.txt,1001.378198,100,3
2020/9/7,时政微纪录丨携手抗疫 共克时艰.txt,90.3986322,100,3
2020/9/8,全国抗击新冠肺炎疫情表彰大会举行 习近平颁授勋章奖章并发表重要讲话.txt,1126.57256,100,3
2020/9/9,全国抗击新冠肺炎疫情表彰大会在京隆重举行.txt,1109.334027,100,3
2020/9/11,国产新冠灭活疫苗已紧急接种数十万人 目前零感染.txt,88.14171419,100,3
2020/9/12,感染速度全球最快！印度疫情严峻 另一个危机又来了.txt,127.5115601,100,3
2020/9/13,联大压倒性通过新冠疫情决议，美国站在169国对立面.txt,376.2415373,0,3
2020/9/15,偷渡者带来新冠，这座小城封闭，省长火速赶到.txt,291.3746833,100,3
2020/9/23,联合国大会演讲，特朗普张口就是“中国病毒”.txt,134.0952611,0,3
2020/9/25,青岛发现2名装卸工人感染新冠病毒 属无症状感染者.txt,166.5407062,100,3
2020/9/29,中方对新冠病毒溯源问题有何看法？外交部表态.txt,96.91021953,0,3
2020/9/30,2020年首虎被双开：敷衍应付中央抗疫决策.txt,66.31218952,100,3
2020/9/30,中国疫苗定价明显高于欧美？中方：这种说法没有依据.txt,70.26689476,100,1
2020/10/1,2020年首虎被双开：敷衍应付中央抗疫决策.txt,66.31218952,100,3
2020/10/2,特朗普新冠检测阳性后 美媒开始“急”了：拜登危险.txt,116.1465612,0,3
2020/10/3,美媒：确诊新冠后，特朗普受到惊吓并对出现症状愈发警惕.txt,3.560185332,0,3
2020/10/4,特朗普感染新冠 对中国意味着什么？.txt,260.5173832,0,3
2020/10/5,特朗普：我现在懂新冠病毒了 这病还真有意思.txt,7.063464635,0,3
2020/10/7,特朗普竞选团队发言人攻击拜登：没得过新冠，没有第一手经验.txt,54.63024563,0,3
2020/10/12,青岛新型冠状病毒肺炎疫情情况通报.txt,106.1188529,100,3
2020/10/13,一地升为中风险地区！青岛通报疫情防控最新情况.txt,45.593581,100,1
2020/10/13,青岛市6例确诊病例中重型3例.txt,24.92348898,100,2
2020/10/14,10月13日山东新增本地确诊6例 均由无症状感染者转归.txt,29.4146502,100,2
2020/10/14,青岛新冠危重型病例详情披露：38岁男性.txt,675.0920193,100,3
2020/10/15,10月14日，山东新增本地确诊病例1例，由无症状感染者转归.txt,29.6005027,100,3
2020/10/16,青岛疫情源头是40岁装卸工？青岛市卫健委：溯源尚无结论.txt,86.16864301,100,3
2020/10/16,青岛疫情传染源查清 官方通报详细流调过程.txt,56.28706678,100,3
2020/10/16,蓬佩奥称中国已为释放新冠病毒付出代价 中方回应.txt,60.24861702,100,3
2020/10/17,溯源青岛疫情时 中疾控有重大发现！.txt,130.0970614,100,3
2020/10/18,溯源青岛疫情时 中疾控有重大发现！.txt,130.0970614,100,3
2020/10/19,关于疫情，广州、青岛作出重要结论！钟南山最新判断.txt,140.3477494,100,3
2020/10/20,国家卫健委：新冠疫苗定价一定在大众可接受的范围内.txt,80.94482786,100,3
2020/10/22,反转？巴西总统不同意买中国疫苗.txt,231.9961385,0,3
2020/10/23,纽约州长新书积极评价中国抗疫成就 外交部回应.txt,206.9486479,0,3
2020/10/24,纽约州长新书积极评价中国抗疫成就 外交部回应.txt,206.9486479,0,3
2020/10/25,巴西改变主意，批准进口600万剂中国新冠疫苗.txt,139.1563688,0,3
2020/10/25,新疆喀什地区疏附县报告1例无症状感染者.txt,57.33457237,100,3
2020/10/25,新疆新增137例无症状感染者.txt,27.1266929,100,3
2020/10/26,10月25日新疆(含兵团)新增无症状感染者137例.txt,39.15617583,100,3
2020/10/26,截至10月26日16时 新疆喀什新增无症状感染者26例.txt,13.92651823,100,3
2020/10/27,10月26日新疆新增无症状感染者26例 均在喀什地区.txt,35.81388464,100,3
2020/10/27,新疆喀什新增5例确诊病例 新增19例无症状感染者.txt,28.70321097,100,3
2020/10/27,以色列媒体：我们的特工成功将中国疫苗带回以色列.txt,82.39500186,100,3
2020/10/28,喀什疫情控制住了吗？曾光：现在还是关键时刻，只能说“初战告捷”.txt,132.2874105,100,3
2020/10/28,以色列媒体：我们的特工成功将中国疫苗带回以色列.txt,82.39500186,100,3
2020/10/30,青岛通报1例新增确诊病例详情 系隔离封闭病区护士.txt,31.54362609,100,3
2020/11/8,天津：新增本地确诊病例1例 迅速进入战时状态.txt,19.21533693,100,1
2020/11/9,上海报告一例新冠肺炎确诊病例，浦东祝桥镇营前村列为中风险地区.txt,186.1781951,100,3
2020/11/12,反转了！巴西恢复中国疫苗测试 背后原来有一场政治大戏.txt,201.4648662,0,3
2020/11/20,天津新增病例涉及中小学幼儿园全部停课.txt,27.25110208,100,3
2020/11/20,加拿大向WTO“告状”中国，遭全球网友怒怼.txt,69.09428224,100,3
2020/11/21,天津同一小区，为何先后发现两批感染者？.txt,169.5945943,100,3
2020/11/21,上海新增2例本地新冠肺炎确诊病例 正全面开展流行病学调查.txt,13.82242428,100,3
2020/11/21,天津、上海接连出现本土病例！张文宏这句话值得深思.txt,219.9169764,100,3
2020/11/21,内蒙古自治区报告新增本土新冠肺炎确诊病例2例.txt,36.96612081,100,3
2020/11/22,上海市新增2例本地新冠肺炎确诊病例，均系此前确诊病例的密接者.txt,37.37636992,100,3
2020/11/22,勠力战疫共创未来 习近平倡议G20在这四方面发力.txt,250.1611179,100,3
2020/11/23,上海市新增2例本地新冠肺炎确诊病例，均系此前确诊病例的密接者.txt,37.37636992,100,3
2020/11/25,国药集团提交新冠疫苗上市申请，明年产能超10亿剂.txt,114.5710243,100,3
2020/11/27,外交部回应对病毒溯源工作立场：希望各国都采取积极态度.txt,53.19455283,0,3
2020/12/1,中方向朝鲜领导人金正恩提供新冠疫苗？外交部回应.txt,52.24974886,0,3
2020/12/3,普京要求下周开始大规模新冠疫苗接种：你们不用汇报，直接做.txt,29.63568345,0,3
2020/12/4,新冠疫苗，中国“一至两周将有大消息公布”.txt,209.5199882,100,3
2020/12/8,“病毒从冷链传入武汉”？值得溯源.txt,500.4004718,100,3
2020/12/8,成都新增3例新冠肺炎确诊病例，均系昨日郫都区确诊病例的关联病例.txt,97.62511084,100,3
2020/12/8,华西专家栾荣生：成都不会成为下一个青岛 更不会成为下一个武汉.txt,67.03860967,100,1
2020/12/9,12月8日成都市新增4例新冠肺炎确诊病例和1名无症状感染者.txt,67.19173135,100,1
2020/12/9,成都疫情感染源在哪里？专家：应继续高度关注冷链货物.txt,128.8596507,100,3
2020/12/10,意大利在新冠病毒的溯源上 有了重大发现！.txt,93.53258224,0,3
2020/12/11,病毒来源上有了新发现 BBC记者却给中国泼了一盆脏水.txt,112.3422844,0,3
2020/12/12,美国批准辉瑞疫苗紧急使用 美媒称FDA局长被"威胁"不批就下台.txt,78.48238,0,3
2020/12/13,为拿到中国疫苗，匈牙利要釆取非常规手段了.txt,58.21031969,0,3
2020/12/13,又添一国！中国新冠灭活疫苗在巴林获批上市！.txt,129.3822484,100,3
2020/12/14,12天6地现本土病例 李兰娟提醒.txt,109.1453084,100,3
2020/12/14,美国首批疫苗出仓，分配竟成了大问题.txt,226.3324211,0,3
2020/12/15,武汉女副市长任上被拿下：5天前有公开活动，疫情期间多次参加发布会.txt,234.5245478,100,3
2020/12/17,中国疫苗，重磅官宣！.txt,108.8929823,100,3
2020/12/17,法国总统府：马克龙新冠检测结果呈阳性 将隔离7天.txt,21.77690772,0,3
2020/12/17,世卫专家拟明年1月赴武汉溯源调查 外交部回应.txt,133.6745086,0,3
2020/12/18,盘点：今年确诊感染新冠病毒的国家领导人.txt,38.28474935,100,3
2020/12/18,世卫专家拟明年1月赴武汉溯源调查 外交部回应.txt,133.6745086,0,3
2020/12/22,美国当选总统拜登公开接种新冠疫苗.txt,57.19480927,0,3
2020/12/22,世卫组织：多国出现感染英国新冠病毒变体的病例.txt,28.61298096,0,3
2020/12/22,大连全面开展新冠病毒核酸检测.txt,107.7065344,100,3
2020/12/23,辽宁省长刘宁，赴大连指导疫情防控工作.txt,256.630647,100,3
2020/12/23,宁波：关于我市发现一例外地来甬新冠病毒无症状感染者的情况通报.txt,159.8696318,100,3
2020/12/24,北京通报新增2例无症状感染者流行病学调查详情.txt,145.3090849,100,3
2020/12/24,新冠病毒变种多国蔓延，六个核心问题都在这了.txt,325.9189602,100,3
2020/12/25,黎智英获准保释后第一天，港媒称其无视病毒传播风险似乎在家中搞聚餐.txt,86.15015432,100,3
2020/12/26,为塞尔维亚带来首批援塞中国专家的英雄机长，因新冠肺炎去世.txt,271.505993,0,3
2020/12/26,迫于压力！外媒：美国准许伊朗转账买新冠疫苗.txt,52.02439314,0,3
2020/12/26,北京一名本地确诊病例曾拒绝发热门诊留观.txt,21.47114242,100,3
2020/12/27,北京26日新增5例本地确诊病例和1例本地无症状感染者.txt,74.21300221,100,3
2020/12/27,31省区市26日新增确诊病例22例 其中本土病例12例.txt,44.13790712,100,3
2020/12/27,北京三区13人感染新冠 病源来自何处？.txt,295.7394273,100,3
2020/12/28,英国新冠疫情大爆发，仍挡不住“港独”疯狂逃亡.txt,98.07673337,0,3
2020/12/28,最全梳理：北京四天增十名本土感染者，他们什么关系？去过哪里？.txt,330.0830982,100,3
2020/12/30,国务院联防联控机制：12月新增本土确诊病例104例 防控不力将追责.txt,114.3481095,100,3
2020/12/30,顺义聚集性疫情来源水落石出！今日北京发布会一文看懂.txt,685.4257842,100,3
2020/12/31,31省区市新增确诊病例25例 本土病例9例.txt,55.91678433,100,3
2020/12/31,北京顺义区发生局部聚集性疫情 多人被问责.txt,254.0432544,100,3
2020/12/31,中国新冠疫苗全民免费提供，关于疫苗的最权威信息都在这.txt,467.8008404,100,3
